possible,CV,1728
possible,CwV,612
possible,CVN,6048
possible,CwVN,2448
possible,CVT,2016
possible,CwVT,816
possible,CVj,1440
possible,CwVj,408
possible,CVw,1296
possible,CwVw,714
SV,CV,363
SV,CwV,67
SV,CVN,682
SV,CwVN,134
SV,CVT,306
SV,CwVT,50
SV,CVj,123
SV,CwVj,16
SV,CVw,198
SV,CwVw,0
NSV,CV,998
NSV,CwV,136
NSV,CVN,2441
NSV,CwVN,250
NSV,CVT,1001
NSV,CwVT,118
NSV,CVj,721
NSV,CwVj,73
NSV,CVw,500
NSV,CwVw,33
